Year	Afghanistan	Albania	Algeria	Angola	Antigua and Barbuda	Argentina	Armenia	Azerbaijan	Bahamas	Bahrain	Bangladesh	Barbados	Belarus	Belize	Benin	Bhutan	Bolivia (Plurinational State of)	Bosnia and Herzegovina	Botswana	Brazil	Brunei Darussalam	Bulgaria	Burkina Faso	Burundi	Cabo Verde	Cambodia	Cameroon	Central African Republic	Chad	Chile	China	Colombia	Comoros	Congo	Costa Rica	Cuba	Cyprus	Czechia	Democratic Republic of the Congo	Djibouti	Dominica	Dominican Republic	Ecuador	Egypt	El Salvador	Equatorial Guinea	Eritrea	Estonia	Eswatini	Ethiopia	Fiji	Gabon	Gambia	Georgia	Ghana	Grenada	Guatemala	Guinea	Guinea-Bissau	Guyana	Haiti	Honduras	Hungary	India	Indonesia	Iran (Islamic Republic of)	Iraq	Israel	Jamaica	Jordan	Kazakhstan	Kenya	Kiribati	Kuwait	Kyrgyzstan	Lao People's Democratic Republic	Latvia	Lebanon	Lesotho	Liberia	Libya	Lithuania	Madagascar	Malawi	Malaysia	Maldives	Mali	Malta	Marshall Islands	Mauritania	Mauritius	Mexico	Mongolia	Montenegro	Morocco	Mozambique	Myanmar	Namibia	Nauru	Nepal	Nicaragua	Niger	Nigeria	Oman	Pakistan	Palau	Panama	Papua New Guinea	Paraguay	Peru	Philippines	Poland	Qatar	Republic of Korea	Republic of Moldova	Romania	Russian Federation	Rwanda	Saint Kitts and Nevis	Saint Lucia	Saint Vincent and the Grenadines	Samoa	Sao Tome and Principe	Saudi Arabia	Senegal	Serbia	Seychelles	Sierra Leone	Singapore	Slovakia	Slovenia	Solomon Islands	Somalia	South Africa	South Sudan	Sri Lanka	State of Palestine	Sudan	Suriname	Syrian Arab Republic	Tajikistan	Thailand	Timor-Leste	Togo	Tonga	Trinidad and Tobago	Tunisia	Turkey	Turkmenistan	Tuvalu	Uganda	Ukraine	United Arab Emirates	United Republic of Tanzania	Uruguay	Uzbekistan	Vanuatu	Venezuela (Bolivarian Republic of)	Viet Nam	Yemen	Zambia	Zimbabwe
1982	0.00380912		0.0012807		6.475E-05	0.00011044			0.00010446	0.00013473	0.00246324	5.117E-05		0.0005347	0.00364054	0.00235232	0.00198027		0.00061172	0.00050983	0.00013103		0.00534655	0.003837	0.00090741	0.00187159	0.00273596	0.00247159	0.00526074	9.69E-05	0.00026402	0.00031461	0.00210739	0.00142079	0.00010779	5.885E-05	3.036E-05		0.00325447	0.00119138	0.00011998	0.00067817	0.00070148	0.00164429	0.00095245		0.00311461		0.00128451	0.00436194	0.00023792		0.00505817		0.00256397	0.00023622	0.00132949	0.00492095		0.00050944	0.00223562	0.00092491		0.00167068	0.00103757	0.00097456	0.0005929	5.993E-05	0.00019695	0.00040257		0.0016495	0.00121537	0.00016383				0.0002778	0.00094393	0.00350695	0.00042466		0.00302573	0.00469069	0.00012031	0.00168385	0.00650577	3.264E-05		0.00267437	0.00014056	0.000513			0.00116012	0.00382951	0.00135621			0.00246436	0.00108419	0.0098926	0.00362211	0.00102161	0.00150103		0.00022616	0.00103304	0.00046842	0.00135604	0.00087129		0.00015871	0.00011015				0.0035565	0.00021061	0.00022316	0.00027383	0.00028596	0.00125656	0.00080482	0.00450291		0.00010276	0.00513874	4.011E-05			0.00040982				0.00019592		0.00226042		0.00046308		0.00031099		0.00286835	0.00014952	0.00012857	0.00072665	0.00109848		0.00037731	0.00385676		0.00010989	0.00298768	7.38E-05		0.000486	0.00023262	0.00061946	0.00287452	0.00269061	0.00142984
1983	0.00377405		0.00098351		4.856E-05	9.883E-05			0.00010662	0.00012864	0.00235842	5.102E-05		0.00048774	0.00356119	0.00222135	0.00189067		0.00056519	0.00047274	0.00011788		0.00521965	0.00362887	0.00088267	0.00165481	0.00261661	0.00244403	0.00519378	8.683E-05	0.00024947	0.00028498	0.00203518	0.00135381	8.793E-05	5.54E-05	3.026E-05		0.00319284	0.00118842	0.00010741	0.00063439	0.00063702	0.00150598	0.00086411		0.00305942		0.00118231	0.00426129	0.00022174	0.00134939	0.00487005		0.00250117	0.0002187	0.00125442	0.00484983		0.00050196	0.00218553	0.0008553		0.00160386	0.0009769	0.00089051	0.00055954	5.712E-05	0.00018708	0.00036722		0.00158655	0.00119865	0.00014141		0.00245938		0.00025743	0.00087009	0.00347311	0.00037735		0.00302853	0.00472653	0.00010952	0.00158861	0.0062668	2.941E-05		0.00254421	0.00012017	0.00046811	0.00159334		0.00104968	0.00380337	0.00130459	0.00129106		0.00235923	0.00100008	0.01006304	0.00361223	0.00087871	0.00147065		0.00021019	0.00099135	0.0004463	0.00127386	0.00084534		0.00014549	9.585E-05				0.00331436	0.00018834	0.00020396	0.00024264	0.00026524	0.0013061	0.00071959	0.00430096		8.716E-05	0.00507175	3.642E-05			0.00038104				0.00017171		0.00222106		0.00042339		0.00028098		0.00275456	0.00014936	0.00012389	0.00065558	0.00100804		0.00037309	0.00373107		0.00010094	0.00297967	6.794E-05		0.00044279	0.00021742	0.00059448	0.00265712	0.0027134	0.00129392
1984	0.00370926		0.00073834		4.856E-05	8.962E-05			0.00010874	0.00012278	0.00225116	4.697E-05		0.00044281	0.00348199	0.00209316	0.00180092		0.00052063	0.00043824	0.00011		0.00508548	0.0034455	0.00085582	0.00154112	0.00249778	0.00242779	0.00511844	8.023E-05	0.00024271	0.00025836	0.00195684	0.00128894	7.282E-05	5.303E-05	2.723E-05		0.00313719	0.00117236	9.479E-05	0.00059367	0.00057692	0.00136585	0.00078156		0.00300211		0.00107962	0.00415608	0.00020557	0.00130043	0.00466592		0.00242397	0.0002031	0.0011788	0.00476948		0.00049406	0.00212618	0.00078871		0.00154024	0.00091745	0.00081319	0.00052902	5.417E-05	0.0001782	0.00033543		0.00153272	0.00119531	0.00012348		0.00237096		0.0002373	0.0008042	0.00347545	0.00033656		0.00300934	0.00481434	9.979E-05	0.00149851	0.0060443	2.623E-05		0.00240938	0.00010521	0.00042909	0.00151997		0.0009482	0.00376801	0.00125408			0.00225483	0.00092452	0.01024391	0.0036118	0.00074769	0.00144026		0.00019582	0.00095122	0.00042366	0.00118728	0.000816		0.00012893	8.264E-05				0.00312476	0.00016588	0.00018504	0.000212	0.00024491	0.00134207	0.00064032	0.00407301		8.645E-05	0.00499742	3.441E-05			0.00035783				0.00014653		0.00217926		0.00038745		0.00025341		0.0026477	0.00014926	0.00011861	0.00059157	0.00092127		0.00049322	0.00361858		9.351E-05	0.00296486	6.45E-05		0.00039352	0.00020419	0.00057137	0.00246313	0.00275981	0.00116184
1985	0.00361118		0.00055565	0.0041822	4.856E-05	8.254E-05			0.00010231	0.00011683	0.00213472	4.293E-05		0.00041233	0.00340026	0.0019644	0.0017118		0.00047776	0.00040592	0.00010248		0.00494933	0.00331479	0.00081497	0.00148622	0.00238551	0.00241801	0.00503572	7.726E-05	0.00024257	0.00023585	0.00187991	0.0012301	6.577E-05	5.13E-05	2.7E-05		0.00308331	0.0011372	9.562E-05	0.00055552	0.00052239	0.00122943	0.00070329				0.00098129	0.00404975	0.00019107	0.00125739	0.00445494		0.00233236	0.00019009	0.001104	0.00468458		0.00048544	0.00205924	0.00072527		0.00147894	0.00085913	0.00074144	0.00050354	5.13E-05	0.00016998	0.00030758		0.00149177	0.00115645	0.00010834		0.00228667		0.00021795	0.00074764	0.00353162	0.00030126		0.00296348	0.00488355	9.154E-05	0.00140867	0.00583908	2.31E-05		0.00226906	9.451E-05	0.00039374	0.00144285		0.00085488	0.00373516	0.00120525	0.00114176		0.00214381	0.00085691	0.01039287	0.00361598	0.000632	0.00140929		0.0001816	0.00091227	0.00040123	0.00109741	0.00078134		0.00011863	7.065E-05				0.00296362	0.00016717	0.00017426	0.00018181	0.00023126	0.0013724	0.0005675	0.00381081		7.166E-05	0.00492523	3.29E-05			0.00033606				0.00012345		0.00213461		0.00035507		0.00022844		0.00255487	0.00013845	0.00011365	0.00053318	0.00083889		0.00036536	0.00354233		8.564E-05	0.00293656	6.176E-05		0.00034618	0.00019192	0.00054839	0.00230146	0.00281909	0.00104568
1986	0.00349126		0.00043273	0.00417253	3.239E-05	7.776E-05			0.00010041	0.00011304	0.00201235	4.278E-05		0.00037153	0.00331524	0.00184256	0.00162194		0.00043836	0.00037596	9.96E-05		0.00480135	0.00322894	0.00076434	0.00145221	0.00228859	0.00241631	0.00494523	7.593E-05	0.00024719	0.00021631	0.0018017	0.00118067	7.01E-05	4.998E-05	2.527E-05		0.00302527	0.00107844	8.272E-05	0.00051903	0.00047522	0.00110471	0.0006323		0.00285112		0.00088447	0.00394641	0.00017951	0.0012211	0.00424071		0.00222631	0.00017967	0.00102991	0.00459728		0.00047485	0.00198641	0.00066549		0.00141783	0.00080204	0.00067253	0.00048109	4.877E-05	0.00016157	0.00028322		0.00146417	0.00111444	9.605E-05		0.00220178		0.00020069	0.00070116	0.00363458	0.00027036		0.00289303	0.00487505	8.439E-05	0.00131966	0.00565608	2.289E-05		0.00213152	8.795E-05	0.00036226	0.00136163		0.00076844	0.00371298	0.00115475	0.00106458		0.00202771	0.0007949	0.01047313	0.00361979	0.00053741	0.00137833		0.00016927	0.00087543	0.00037906	0.00100888	0.00073891		0.0001056	5.991E-05				0.0028173	0.00014465	0.00016349	0.00015207	0.00021177	0.00140558	0.00050282	0.00353608		7.149E-05	0.00483368	3.186E-05			0.00031919				0.00010372		0.00208796		0.00032633		0.00020538		0.0024689	0.00012755	0.00010901	0.00048192	0.00075945		0.00047956	0.00349926		7.951E-05	0.00289062	5.906E-05		0.00031582	0.00017972	0.00052392	0.00217048	0.00288458	0.00095846
1987	0.00335472		0.0003558	0.0041669	3.241E-05	7.504E-05			9.866E-05	0.00010691	0.00188897	3.876E-05		0.00033843	0.00322914	0.00172158	0.00153364		0.00040523	0.00034665	9.261E-05		0.00466814	0.00319506	0.00070375	0.00142948	0.0022132	0.00241798	0.00485641	7.451E-05	0.00025402	0.00020009	0.00172575	0.00114308	8.077E-05	4.87E-05	2.35E-05		0.00297044	0.00101359	8.352E-05	0.00048515	0.00043424	0.00099745	0.00056832	0.00215418	0.00275357		0.00079745	0.00384839	0.00017041	0.00118896	0.00403484		0.00211186	0.00017098	0.00095832	0.00450173		0.00046076	0.00190565	0.00061049		0.00135573	0.00074501	0.00060584	0.00046134	4.655E-05	0.0001545	0.00026183		0.00145159	0.0010856	8.613E-05		0.00211956		0.00018554	0.00066086	0.00377465	0.00024479		0.00280294	0.00478803	7.778E-05	0.00122153	0.00549613	2.269E-05		0.00200824	8.154E-05	0.00033331	0.00127769		0.00068989	0.00370113	0.00110176	0.00099239		0.00191027	0.00073638	0.01045923	0.00361799	0.00045868	0.00134754		0.00015831	0.00083982	0.00035717	0.00092522	0.00068862		9.475E-05	5.119E-05				0.00268024	0.0001462	0.00015283	0.00014164	0.0001988	0.00143299	0.00044401	0.00327281		7.148E-05	0.00474648	3.053E-05			0.00030676	0.00324149			8.85E-05		0.00204175		0.00030033		0.0001843		0.00238958	0.00012723	0.00010381	0.0004371	0.00068488		0.00047164	0.00348119		7.369E-05	0.00283712	5.64E-05		0.00027926	0.00016854	0.00049692	0.00206345	0.00294595	0.00090278
1988	0.00319366	0.0001562	0.00030605	0.00416713	4.858E-05	7.379E-05			9.295E-05	0.00010318	0.00176684	3.861E-05		0.00030164	0.00313963	0.00160539	0.00144659		0.00038581	0.00031862	8.592E-05		0.00455703	0.00320003	0.00064775	0.00140661	0.00216227	0.00242393	0.00476776	7.208E-05	0.00026044	0.00018638	0.00164964	0.00112124	8.815E-05	4.732E-05	2.308E-05		0.00291775	0.00095653	8.426E-05	0.00045313	0.00039936	0.00090419	0.00051273	0.0021647	0.00264274		0.00072114	0.00374851	0.00016046	0.00116086	0.00383884		0.00199483	0.00016306	0.00089126	0.00440035		0.00044362	0.00181986	0.00056019		0.00129216	0.00068879	0.00054127	0.00044431	4.479E-05	0.0001469	0.0002432		0.0014547	0.00101322	7.666E-05		0.00204013		0.00017171	0.00063029	0.0039328	0.00022225		0.00270124	0.00464322	7.196E-05	0.00112972	0.00535335	1.967E-05		0.00190321	7.52E-05	0.00030707	0.00119347		0.00061882	0.00369392	0.00104903	0.00092926		0.00179349	0.00068076	0.01035619	0.00360722	0.00039091	0.00131654		0.00014904	0.00080717	0.00033586	0.00084889	0.00063366		8.566E-05	4.384E-05				0.00257273	0.00014766	0.00013497	0.00013141	0.00018591	0.00144764	0.00039124	0.0030432		5.72E-05	0.0046682	2.923E-05			0.00029155	0.00322445			7.833E-05		0.00199305	0.00019543	0.00027656		0.00016523		0.00231644	0.00011629	9.716E-05	0.00039884	0.00061575		0.00034734	0.00346406		6.822E-05	0.00277916	5.377E-05		0.0002584	0.00015739	0.00046747	0.00197002	0.002997	0.00088505
1989	0.00299843	0.00014365	0.00027435	0.0041628	4.838E-05	7.307E-05			8.739E-05	0.00010185	0.00164749	3.462E-05		0.00026707	0.00304729	0.00150142	0.00136212	3.572E-05	0.0003857	0.00029133	8.749E-05		0.00447457	0.00323305	0.00059484	0.0013785	0.00213981	0.00243796	0.00468554	6.846E-05	0.00026398	0.00017466	0.00157142	0.00111287	8.555E-05	4.579E-05	2.397E-05		0.00286155	0.00091158	8.484E-05	0.00042284	0.0003669	0.00082408	0.00046341	0.00217894			0.00065748	0.00364579	0.00015043	0.00114213	0.00366414		0.00188346	0.00015475	0.00082858	0.00429251		0.00042383	0.00173158	0.00051571		0.00122836	0.00063434	0.00048249	0.00042877	4.315E-05	0.00013938	0.00022593		0.00147333	0.00095979	6.881E-05		0.00195997		0.00015845	0.00060724	0.00407182	0.0002019		0.00259179	0.00448732	6.675E-05	0.00103463	0.00521459	2.229E-05		0.00181896	6.79E-05	0.00028284	0.00110976		0.00055511	0.00366369	0.00099586	0.00087517		0.00167612	0.00062626	0.01019159	0.0035888	0.00033081	0.00128532		0.00014053	0.00077679	0.0003149	0.00077981	0.00057853		7.581E-05	3.784E-05				0.00253333	0.0001239	0.00013256	0.00011208	0.00017908	0.00146157	0.00034322	0.00285931		5.707E-05	0.00460484	2.758E-05			0.00028028	0.00319573			7.278E-05		0.00194299	0.00018384	0.00025512		0.00014807		0.00224952	0.00011598	9.152E-05	0.00036389	0.00055106		0.00034141	0.00342456		6.143E-05	0.00271759	5.148E-05		0.00023109	0.00014635	0.00043594	0.00188066	0.00303598	0.00090517
1990	0.00277305	0.00013359	0.00025327	0.00416428	4.797E-05	7.192E-05			8.196E-05	9.88E-05	0.00153227	3.066E-05		0.00024526	0.00294708	0.00140542	0.00128015	3.271E-05	0.00041344	0.00026561	8.504E-05	4.988E-05	0.00441969	0.00327489	0.00055629	0.00134075	0.00214183	0.00245267	0.00460806	6.373E-05	0.00026203	0.00016422	0.00149418	0.00111765	7.726E-05	4.407E-05	2.478E-05	2.292E-05	0.00279909	0.00088585	8.52E-05	0.00039532	0.00033731	0.00075472	0.00042125	0.00218041	0.00239081		0.00061161	0.0035314	0.00014	0.0011206	0.00351404		0.00178342	0.00014534	0.00076998	0.00417976	0.00405121	0.00040495	0.00164253	0.00047505	2.428E-05	0.00116702	0.00058248	0.00042822	0.0004138	4.159E-05	0.00013141	0.00021061		0.00150414	0.00089786	6.204E-05		0.00188096		0.00014591	0.00059222	0.00416924	0.0001828		0.00248193	0.00436079	6.24E-05	0.00093655	0.0050778	1.934E-05		0.0017529	5.967E-05	0.00025979	0.00102924		0.0004984	0.00360268	0.00094317	0.00083188	0.00042079	0.00156129	0.00057339	0.00996525	0.0035605	0.00027757	0.00125227		0.00013315	0.00074721	0.00029384	0.00071436	0.00052519	3.601E-05	6.719E-05	3.339E-05		0.00010349	5.004E-05	0.00259944	9.935E-05	0.00011593	0.00011164	0.00016585	0.0014596	0.00029999	0.00272723		5.668E-05	0.00457988	2.556E-05	3.385E-05		0.00026934	0.00315913			6.967E-05		0.00189114	0.00017277	0.00023501		0.000133	0.0016454	0.00218583	0.00010519	8.517E-05	0.00033121	0.00049232		0.0003367	0.00336301	3.857E-05	5.688E-05	0.00266384	4.985E-05		0.00021832	0.00013656	0.0004031	0.00179411	0.00306127	0.00095913
1991	0.00252169	0.0001262	0.00023685	0.00416241	4.735E-05	6.986E-05	0.00015006	0.00054118	7.663E-05	9.612E-05	0.00142317	3.054E-05	4.685E-05	0.00022497	0.00284339	0.00132239	0.00120118	3.044E-05	0.00047424	0.00024069	8.264E-05	4.973E-05	0.00439023	0.0033075	0.00052566	0.00129655	0.00216306	0.0024544	0.00453819	5.846E-05	0.00025383	0.00015495	0.00141788	0.00113528	6.933E-05	4.207E-05	2.298E-05	2.213E-05	0.00273461	0.00087502	7.105E-05	0.00036848	0.0003089	0.00068948	0.00038261	0.00217399		5.361E-05	0.0005939	0.00340667	0.0001319	0.00110475	0.00337776	0.00012098	0.00169997	0.00013477	0.0007161	0.00406002	0.00392172	0.00038282	0.00155531	0.00043855	2.403E-05	0.00110855	0.00053297	0.00037969	0.00039889	3.944E-05	0.00012421	0.00019598	0.00018732	0.00154157	0.00086848	0.00010978		0.00179986	5.964E-05	0.00013314	0.00058765	0.00421196	0.0001668	5.193E-05	0.00238168	0.0042388	5.864E-05	0.00084442	0.00494666	1.918E-05	0.00039254	0.00170266	5.522E-05	0.00023874	0.00095089		0.00044821	0.00351185	0.00089279	0.00079924	0.00040958	0.00144887	0.00052137	0.0096794	0.0035275	0.00023023	0.0012166		0.00012603	0.00071949	0.00027478	0.00065135	0.00047621	3.406E-05	6.156E-05	2.997E-05		9.366E-05	4.784E-05	0.00278687	9.906E-05	0.00010714	0.00010207	0.00015854	0.00146783	0.00026257	0.00264522		5.599E-05	0.00458095	2.322E-05	3.202E-05		0.00025563	0.00313004			6.735E-05		0.00183759	0.00016222	0.00021529		0.00011943	0.00155887	0.0021284	0.00010499	7.973E-05	0.00029936	0.00043873		0.00033282	0.00328576	3.739E-05	5.162E-05	0.00261381	4.854E-05		0.00019905	0.00012828	0.00036933	0.00170954	0.003077	0.00102612
1992	0.00228048	0.00012015	0.00022192	0.00415916	4.654E-05	6.687E-05	0.00013942	0.00053801	7.142E-05	8.985E-05	0.00131748	3.043E-05	4.589E-05	0.0002007	0.00273922	0.0012441	0.00112402	5.716E-05	0.00056324	0.00021664	8.032E-05	4.875E-05	0.00436845	0.00331682	0.00050595	0.00125271	0.00219641	0.00243881	0.00447604	5.328E-05	0.00023926	0.00014653	0.00134264	0.00116549	6.329E-05	3.996E-05	2.248E-05	2.096E-05	0.0026694	0.00087798	7.088E-05	0.00034299	0.0002821	0.00062499	0.00034784	0.0021553	0.00210755	5.129E-05	0.00061131	0.00327107	0.00012223	0.0010892	0.00324484	0.00011878	0.00163154	0.00011321	0.00066622	0.00392628	0.00378888	0.00036201	0.00147182	0.00040613	2.336E-05	0.00105277	0.00048634	0.00033601	0.00038489	3.703E-05	0.00011662	0.00018352	0.00018537	0.00157948	0.00081587	5.49E-05	0.00033676	0.00171787	6.03E-05	0.00012158	0.00059306	0.00420011	0.00015223	5.586E-05	0.00228674	0.00414744	5.526E-05	0.00074914	0.00482219	1.631E-05	0.00036554	0.00166523	5.171E-05	0.00021886	0.00087497		0.00040286	0.00339657	0.00084497	0.00077985	0.0003988	0.00134053	0.0004729	0.00933304	0.00349299	0.0001911	0.00117758	6.306E-05	0.00012073	0.00069476	0.00025669	0.00058959	0.00043316	3.212E-05	5.45E-05	2.732E-05	0.00011698	8.547E-05	4.573E-05	0.00309046	9.83E-05	0.00010581	9.264E-05	0.00015107	0.00146098	0.00022965	0.00260235		4.129E-05	0.00459987	2.156E-05	3.04E-05		0.00024545	0.0031398			6.501E-05		0.0017828	0.00014977	0.00019746	0.0009134	0.00010828	0.00147599	0.00207405	9.434E-05	7.439E-05	0.00026899	0.00039116	0.00048669	0.00032931	0.0032086	3.649E-05	4.774E-05	0.00256576	4.787E-05	0.00042222	0.00018688	0.00012161	0.00033468	0.00162627	0.00308046	0.0011038
1993	0.00207794	0.00011455	0.00020716	0.00415479	6.081E-05	6.311E-05	0.00012845	0.00052798	7.009E-05	8.206E-05	0.00121531	2.274E-05	4.479E-05	0.00018216	0.00263775	0.00116788	0.00104897	6.129E-05	0.000669	0.00019417	7.81E-05	4.687E-05	0.00434715	0.00329335	0.00049173	0.00121606	0.00223242	0.00240894	0.00442129	4.855E-05	0.00021959	0.0001383	0.00126872	0.00120787	5.901E-05	3.763E-05	2.198E-05	1.95E-05	0.00260875	0.00088439	7.06E-05	0.00031922	0.00025544	0.000561	0.00031546	0.00213126	0.00194896	4.906E-05	0.0006759	0.00312782	0.00011524	0.00107597	0.0031088	0.00011595	0.00157704	0.0001018	0.0006199	0.00378126	0.00365816	0.00034344	0.00139183	0.00037632	2.182E-05	0.00099958	0.00044303	0.00029729	0.00037109	3.469E-05	0.00010988	0.00017232	0.00018355	0.0016101	0.00079249	5.416E-05	0.00033208	0.00163465	5.885E-05	0.00011059	0.00061353	0.00411898	0.00013964	5.558E-05	0.0021944	0.00406186	5.225E-05	0.00065953	0.00470597	1.888E-05	0.00036124	0.00163836	4.915E-05	0.00020021	0.00079931		0.00036203	0.00326736	0.00080044	0.00077616	0.00029163	0.00123778	0.00042667	0.00893119	0.00345704	0.00015829	0.00113482	6.141E-05	0.00011599	0.00067205	0.00024015	0.00052871	0.00039556	3.018E-05	4.985E-05	2.528E-05	0.0001185	7.74E-05	4.332E-05	0.0038263	9.723E-05	9.763E-05	9.256E-05	0.00013763	0.00144807	0.0002012	0.00258984		4.05E-05	0.00461542	1.966E-05	2.861E-05	1.5E-05	0.00023269	0.00318418	0.0003688		6.237E-05	0.00029439	0.00172995	0.00014251	0.00018061	0.00094273	9.831E-05	0.00139676	0.00201884	8.372E-05	6.996E-05	0.00024	0.00034919	0.00048095	0.0003263	0.00313992	3.572E-05	4.326E-05	0.00251495	4.689E-05	0.00041245	0.00017528	0.0001161	0.00030057	0.00154855	0.00306533	0.00117824
1994	0.00193374	0.00010806	0.00019214	0.0041333	5.952E-05	5.938E-05	0.00011694	0.00050848	6.525E-05	7.278E-05	0.00111764	2.643E-05	4.323E-05	0.00016858	0.00254558	0.00108666	0.00097552	3.734E-05	0.0007817	0.00017315	7.601E-05	4.437E-05	0.00431148	0.00324243	0.00047289	0.00118464	0.00226128	0.0023783	0.00436702	4.44E-05	0.00019764	0.00013015	0.00120706	0.00125971	5.551E-05	3.543E-05	2.031E-05	1.776E-05	0.00256148	0.00088533	7.038E-05	0.00029595	0.00023028	0.00049843	0.00028587	0.00210604	0.00178098	4.53E-05	0.00078006	0.00297865	0.00010841	0.00106503	0.00296467	0.00011183	0.00153209	9.059E-05	0.00057784	0.00363121	0.00352888	0.00032547	0.00131381	0.00034979	2.027E-05	0.00094749	0.00040288	0.00026144	0.0003584	3.232E-05	0.00010323	0.00016325	0.00017981	0.00162902	0.00075651	5.243E-05	0.00031911	0.00154862	5.504E-05	0.00010137	0.00064578	0.00394615	0.00012832	4.987E-05	0.00210469	0.00395888	4.956E-05	0.00057124	0.00459716	1.605E-05	0.00031864	0.00162003	4.847E-05	0.00018341	0.00072353		0.00032511	0.00312957	0.00075992	0.00079029	0.00028582	0.00114225	0.00038451	0.00848684	0.00341564	0.00013219	0.00108809	5.976E-05	0.00011214	0.00065243	0.00022481	0.00046953	0.00036364	2.818E-05	4.536E-05	2.369E-05	0.00011953	6.917E-05	4.047E-05	0.00864838	9.611E-05	8.961E-05	8.329E-05	0.00013042	0.00142166	0.00017766	0.0025914	4.168E-05	3.976E-05	0.00461021	1.815E-05	2.685E-05	1.353E-05	0.00021759	0.00323089	0.00038364		5.919E-05	0.00027578	0.00167976	0.0001333	0.0001648	0.00092936	8.939E-05	0.0013167	0.00195917	8.356E-05	6.562E-05	0.00021142	0.00031271	0.00047265	0.00021601	0.00308934	3.494E-05	3.966E-05	0.00246348	4.623E-05	0.00039846	0.0001706	0.00011139	0.00026704	0.00147675	0.00302805	0.00123764
